Target_Name,Content_Weigh,Style_Weight,Content_Loss,Style_Loss,Total_Loss
0.jpg,1,1000.0,18.947458267211914,534.6997680664062,534718.6875
1.jpg,1,1000.0,20.25787925720215,168.73446655273438,168754.734375
2.jpg,1,1000.0,21.207090377807617,74.6503677368164,74671.578125
3.jpg,1,1000.0,21.7894229888916,46.962257385253906,46984.046875
4.jpg,1,1000.0,22.155820846557617,33.116127014160156,33138.28515625
5.jpg,1,1000.0,8.767986297607422,180.64337158203125,180652.140625
6.jpg,1,1000.0,9.6134614944458,118.8664321899414,118876.046875
7.jpg,1,1000.0,10.042511940002441,89.556396484375,89566.4375
8.jpg,1,1000.0,10.265676498413086,71.0738296508789,71084.09375
9.jpg,1,1000.0,10.408587455749512,57.55360412597656,57564.015625
10.jpg,1,1000.0,11.945882797241211,155.19479370117188,155206.75
11.jpg,1,1000.0,12.456352233886719,91.90692901611328,91919.3828125
12.jpg,1,1000.0,12.72368335723877,69.81067657470703,69823.40625
13.jpg,1,1000.0,12.890737533569336,56.668785095214844,56681.67578125
14.jpg,1,1000.0,13.018545150756836,46.818782806396484,46831.80078125
15.jpg,1,1000.0,12.84898567199707,53.389198303222656,53402.046875
